country	world_region	year	yearly_co2_emissions	energy_use_per_person	energy_production_per_person
Cote d'Ivoire	Sub Saharan Africa	1991	4312.392	361.57837	0.00027
Cote d'Ivoire	Sub Saharan Africa	1992	3846.683	380.49803000000003	0.00028
Cote d'Ivoire	Sub Saharan Africa	1993	5097.13	380.41499	0.00028
Cote d'Ivoire	Sub Saharan Africa	1994	4136.376	376.64601	0.00028
Cote d'Ivoire	Sub Saharan Africa	1995	6120.49914	362.962	0.00029
Cote d'Ivoire	Sub Saharan Africa	1996	7341.334	394.75921	0.00034
Cote d'Ivoire	Sub Saharan Africa	1997	7018.37137	390.40497	0.00035
Cote d'Ivoire	Sub Saharan Africa	1998	6589.599	377.95584	0.00034
Cote d'Ivoire	Sub Saharan Africa	1999	5944.39571	438.17284	0.00037
Cote d'Ivoire	Sub Saharan Africa	2000	6468.588	412.64491	0.00036
Cote d'Ivoire	Sub Saharan Africa	2001	7403.673	387.4716	0.00035
Cote d'Ivoire	Sub Saharan Africa	2002	6963.633	405.05703	0.00038
Cote d'Ivoire	Sub Saharan Africa	2003	5137.25013	374.91547	0.00039
Cote d'Ivoire	Sub Saharan Africa	2004	7341.334	517.46023	0.00054
Cote d'Ivoire	Sub Saharan Africa	2005	7502.682	524.03616	0.00059
Cote d'Ivoire	Sub Saharan Africa	2006	6816.953	504.32404	0.00065
Cote d'Ivoire	Sub Saharan Africa	2007	6541.928	531.02609	0.00062
Cote d'Ivoire	Sub Saharan Africa	2008	6596.933	521.90839	6e-04
Cote d'Ivoire	Sub Saharan Africa	2009	5518.835	467.46305	0.00061
Cote d'Ivoire	Sub Saharan Africa	2010	6068.885	494.95255	
Cameroon	Sub Saharan Africa	1990	627.14345	422.81942	9e-04
Cameroon	Sub Saharan Africa	1991	56.4774	414.33584	0.00086
Cameroon	Sub Saharan Africa	1992	2728.21046	406.72486	0.00084
Cameroon	Sub Saharan Africa	1993	2881.90853	408.88318	0.00079
Cameroon	Sub Saharan Africa	1994	2842.79546	411.33902	0.00077
Cameroon	Sub Saharan Africa	1995	3206.1195	407.1697	7e-04
Cameroon	Sub Saharan Africa	1996	3595.37824	406.15274	0.00072
Cameroon	Sub Saharan Africa	1997	3158.99123	406.83619	0.00075
Cameroon	Sub Saharan Africa	1998	3139.66507	407.78121	0.00075
Cameroon	Sub Saharan Africa	1999	3000.54676	400.37116	0.00072
Cameroon	Sub Saharan Africa	2000	3348.58733	406.7088	0.00071
Cameroon	Sub Saharan Africa	2001	3327.71393	400.78982	0.00067
Cameroon	Sub Saharan Africa	2002	3326.771	399.53118	0.00067
Cameroon	Sub Saharan Africa	2003	3701.51899	404.79862	0.00065
Cameroon	Sub Saharan Africa	2004	3853.2146	406.32199	0.00063
Cameroon	Sub Saharan Africa	2005	3594.20959	397.81086	6e-04
Cameroon	Sub Saharan Africa	2006	3755.5183	368.91743	0.00057
Cameroon	Sub Saharan Africa	2007	5706.60644	338.47414	5e-04
Cameroon	Sub Saharan Africa	2008	5430.64661	332.17197	5e-04
Cameroon	Sub Saharan Africa	2009	6600.3749100000005	349.37071	0.00046
Cameroon	Sub Saharan Africa	2010	6667.48163	342.49631	
Congo, Dem. Rep.	Sub Saharan Africa	1990	4253.35266	340.87395	0.00033
Congo, Dem. Rep.	Sub Saharan Africa	1991	3135.16373	328.96652	0.00032
Congo, Dem. Rep.	Sub Saharan Africa	1992	2811.53056	322.19001	0.00032
Congo, Dem. Rep.	Sub Saharan Africa	1993	2663.71296	316.09131	0.00031
Congo, Dem. Rep.	Sub Saharan Africa	1994	1700.87397	305.90666	0.00031
Congo, Dem. Rep.	Sub Saharan Africa	1995	2105.45136	308.72803	0.00031
Congo, Dem. Rep.	Sub Saharan Africa	1996	2313.65007	310.40299	0.00031
Congo, Dem. Rep.	Sub Saharan Africa	1997	1876.97581	308.14814	0.00031
Congo, Dem. Rep.	Sub Saharan Africa	1998	1656.1951100000001	308.4934	0.00031
Congo, Dem. Rep.	Sub Saharan Africa	1999	1319.66618	302.54194	0.00031
Congo, Dem. Rep.	Sub Saharan Africa	2000	893.50139	295.22423	0.00035
Congo, Dem. Rep.	Sub Saharan Africa	2001	769.40409	296.80305	0.00036
Congo, Dem. Rep.	Sub Saharan Africa	2002	850.65373	298.22868	0.00036
Congo, Dem. Rep.	Sub Saharan Africa	2003	1038.034	300.00303	0.00036
Congo, Dem. Rep.	Sub Saharan Africa	2004	1151.12277	302.30299	0.00036
Congo, Dem. Rep.	Sub Saharan Africa	2005	1446.48701	304.15602	0.00036
Congo, Dem. Rep.	Sub Saharan Africa	2006	1554.56211	305.67695	0.00036
Congo, Dem. Rep.	Sub Saharan Africa	2007	1697.60505	306.63673	0.00036
Congo, Dem. Rep.	Sub Saharan Africa	2008	1812.31755	307.65498	0.00036
Congo, Dem. Rep.	Sub Saharan Africa	2009	1696.6711	306.54895	0.00036
Congo, Dem. Rep.	Sub Saharan Africa	2010	1964.8447	307.41995	
Congo, Rep.	Sub Saharan Africa	1990	1180.35479	334.05891	0.00366
Congo, Rep.	Sub Saharan Africa	1991	1256.00542	339.36189	0.00358
Congo, Rep.	Sub Saharan Africa	1992	1562.65871	326.13601	0.00373
Congo, Rep.	Sub Saharan Africa	1993	1533.24936	319.2049	0.00399
Congo, Rep.	Sub Saharan Africa	1994	2140.88877	267.71681	0.00369
Congo, Rep.	Sub Saharan Africa	1995	1557.09132	297.17452	0.00368
Congo, Rep.	Sub Saharan Africa	1996	1711.44077	272.16896	0.00399
Congo, Rep.	Sub Saharan Africa	1997	2341.18162	253.04505	0.00431
Congo, Rep.	Sub Saharan Africa	1998	777.404	246.02671	0.00459
Congo, Rep.	Sub Saharan Africa	1999	821.408	235.28049	0.00478
Congo, Rep.	Sub Saharan Africa	2000	1046.68618	226.98392	0.00465
Congo, Rep.	Sub Saharan Africa	2001	766.403	247.28483	0.00423
Congo, Rep.	Sub Saharan Africa	2002	575.719	242.13483	0.00399
Congo, Rep.	Sub Saharan Africa	2003	916.75	277.65297	0.00359
Congo, Rep.	Sub Saharan Africa	2004	949.753	286.13792	0.00364
Congo, Rep.	Sub Saharan Africa	2005	972.24299	299.98606	0.00386
Congo, Rep.	Sub Saharan Africa	2006	1107.54046	378.77372	0.00423
Congo, Rep.	Sub Saharan Africa	2007	1202.32657	325.05349	0.00335
Congo, Rep.	Sub Saharan Africa	2008	1297.40614	336.09042	0.00345
Congo, Rep.	Sub Saharan Africa	2009	1725.66088	371.37076	0.00388
Congo, Rep.	Sub Saharan Africa	2010	1963.72236	392.3677	
Colombia	America	1990	56944.29135	731.74383	0.00145
Colombia	America	1991	56700.46707	725.35398	0.00137
Colombia	America	1992	61545.03045	727.60197	0.0014
Colombia	America	1993	63389.61727	746.60878	0.0014
Colombia	America	1994	66845.26261	758.53474	0.00143
Colombia	America	1995	58823.51596	757.75951	0.00165
Colombia	America	1996	59819.81904	762.52627	0.00177
Colombia	America	1997	64549.33629	727.16296	0.00179
Colombia	America	1998	65211.03764	748.79501	0.00191
Colombia	America	1999	54806.07726	658.7367	0.00196
Colombia	America	2000	56304.83581	651.36353	0.00184
Colombia	America	2001	55984.68949	638.5985	0.0018
Colombia	America	2002	55475.75235	616.60665	0.00168
Colombia	America	2003	57140.65119	620.32902	0.00178
Colombia	America	2004	54613.87641	617.89994	0.0018
Colombia	America	2005	60108.79946	635.05644	0.00185
Colombia	America	2006	62055.30391	658.91859	0.00194
Colombia	America	2007	61456.55807	646.79748	0.00198
Colombia	America	2008	67317.01655	669.24894	0.00208
